Date,Close
2018-11-21,4602.17
2018-11-22,4365.94
2018-11-23,4347.11
2018-11-24,3880.76
2018-11-25,4009.97
2018-11-26,3779.13
2018-11-27,3820.72
2018-11-28,4257.42
2018-11-29,4278.85
2018-11-30,4017.27
2018-12-01,4214.67
2018-12-02,4139.88
2018-12-03,3894.13
2018-12-04,3956.89
2018-12-05,3753.99
2018-12-06,3521.1
2018-12-07,3419.94
2018-12-08,3476.11
2018-12-09,3614.23
2018-12-10,3502.66
2018-12-11,3424.59
2018-12-12,3486.95
2018-12-13,3313.68
2018-12-14,3242.48
2018-12-15,3236.76
2018-12-16,3252.84
2018-12-17,3545.86
2018-12-18,3696.06
2018-12-19,3745.95
2018-12-20,4134.44
2018-12-21,3896.54
2018-12-22,4014.18
2018-12-23,3998.98
2018-12-24,4078.6
2018-12-25,3815.49
2018-12-26,3857.3
2018-12-27,3654.83
2018-12-28,3923.92
2018-12-29,3820.41
2018-12-30,3865.95
2018-12-31,3742.7
2019-01-01,3843.52
2019-01-02,3943.41
2019-01-03,3836.74
2019-01-04,3857.72
2019-01-05,3845.19
2019-01-06,4076.63
2019-01-07,4025.25
2019-01-08,4030.85
2019-01-09,4035.3
2019-01-10,3678.92
2019-01-11,3687.37
2019-01-12,3661.3
2019-01-13,3552.95
2019-01-14,3706.05
2019-01-15,3630.68
2019-01-16,3655.01
2019-01-17,3678.56
2019-01-18,3657.84
2019-01-19,3728.57
2019-01-20,3601.01
2019-01-21,3576.03
2019-01-22,3604.58
2019-01-23,3585.12
2019-01-24,3600.87
2019-01-25,3599.77
2019-01-26,3602.46
2019-01-27,3583.97
2019-01-28,3470.45
2019-01-29,3448.12
2019-01-30,3486.18
2019-01-31,3457.79
2019-02-01,3487.95
2019-02-02,3521.06
2019-02-03,3464.01
2019-02-04,3459.15
2019-02-05,3466.36
2019-02-06,3413.77
2019-02-07,3399.47
2019-02-08,3666.78
2019-02-09,3671.2
2019-02-10,3690.19
2019-02-11,3648.43
2019-02-12,3653.53
2019-02-13,3632.07
2019-02-14,3616.88
2019-02-15,3620.81
2019-02-16,3629.79
2019-02-17,3673.84
2019-02-18,3915.71
2019-02-19,3947.09
2019-02-20,3999.82
2019-02-21,3954.12
2019-02-22,4005.53
2019-02-23,4142.53
2019-02-24,3810.43
2019-02-25,3882.7
2019-02-26,3854.36
2019-02-27,3851.05
2019-02-28,3854.79
2019-03-01,3859.58
2019-03-02,3864.42
2019-03-03,3847.18
2019-03-04,3761.56
2019-03-05,3896.38
2019-03-06,3903.94
2019-03-07,3911.48
2019-03-08,3901.13
2019-03-09,3963.31
2019-03-10,3951.6
2019-03-11,3905.23
2019-03-12,3909.16
2019-03-13,3906.72
2019-03-14,3924.37
2019-03-15,3960.91
2019-03-16,4048.73
2019-03-17,4025.23
2019-03-18,4032.51
2019-03-19,4071.19
2019-03-20,4087.48
2019-03-21,4029.33
2019-03-22,4023.97
2019-03-23,4035.83
2019-03-24,4022.17
2019-03-25,3963.07
2019-03-26,3985.08
2019-03-27,4087.07
2019-03-28,4069.11
2019-03-29,4098.37
2019-03-30,4106.66
2019-03-31,4158.18
2019-03-31,4105.4
2019-04-01,4879.88
2019-04-02,4973.02
2019-04-03,4922.8
2019-04-04,5036.68
2019-04-05,5059.82
2019-04-06,5198.9
2019-04-07,5289.77
2019-04-08,5204.96
2019-04-09,5324.55
2019-04-10,5064.49
2019-04-11,5089.54
2019-04-12,5096.59
2019-04-13,5167.72
2019-04-14,5067.11
2019-04-15,5235.56
2019-04-16,5251.94
