Symbols,Mean,Median,Variance,Standard Deviation,Standard Error of the Mean
Bitcoin Close Price,7295.7955128172225,7292.9951171875,4898749.484153108,2213.3118813563324,80.23249301755637
Etheremum Close Price,214.99090430802335,189.3125,9871.691559978646,99.35638660890726,3.6016662007722675
Dogecoin Close Price,0.002770155063388519,0.0025210001040250063,8.151615225547325e-07,0.0009028629589005922,3.272875669081529e-05
Tether Close Price,1.0024868366596107,1.002210021018982,5.2238571768220156e-05,0.0072276255968485355,0.00026200122319738374
Cardano Close Price,0.06659736921435587,0.05336900055408478,0.0012987725669683222,0.03603848730133276,0.001306394144053286
