Date,Bitcoin Close Price,Etheremum Close Price,Dogecoin Close Price,Tether Close Price,Cardano Close Price
2018-05-31,7541.4501953125,580.0430297851562,0.0034229999873787165,1.0009900331497192,0.22250699996948242
2018-06-01,7643.4501953125,591.8079833984375,0.003558000084012747,0.9935299754142761,0.227742001414299
2018-06-02,7720.25,618.3289794921875,0.0036899999249726534,1.000100016593933,0.2281540036201477
2018-06-03,7514.47021484375,592.9849853515625,0.003531999886035919,1.0005199909210205,0.2140119969844818
2018-06-04,7633.759765625,609.302978515625,0.0036539998836815357,1.0010199546813965,0.2204670011997223
2018-06-05,7653.97998046875,607.1240234375,0.0037869999650865793,1.00068998336792,0.215720996260643
2018-06-06,7678.240234375,605.18701171875,0.0037320000119507313,0.9987499713897705,0.21111899614334106
2018-06-07,7624.919921875,601.0770263671875,0.0036589999217540026,1.0017900466918945,0.20535799860954285
2018-06-08,7531.97998046875,597.56201171875,0.0035929998848587275,1.0060800313949585,0.20209099352359772
2018-06-09,6786.02001953125,526.47900390625,0.0031820000149309635,0.9982150197029114,0.1768680065870285
2018-06-10,6906.919921875,533.2839965820312,0.0032339999452233315,1.0019299983978271,0.1812800019979477
2018-06-11,6582.35986328125,496.8429870605469,0.003089000005275011,1.0007699728012085,0.16658499836921692
2018-06-12,6349.89990234375,477.4939880371094,0.0028170000296086073,1.0035300254821777,0.16040800511837006
2018-06-13,6675.35009765625,519.7420043945312,0.0029440000653266907,1.0039499998092651,0.17237499356269836
2018-06-14,6456.580078125,491.0039978027344,0.0029009999707341194,1.0069500207901,0.16274699568748474
2018-06-15,6550.16015625,499.6419982910156,0.002894999925047159,1.0042400360107422,0.16296200454235077
2018-06-16,6499.27001953125,500.447998046875,0.0028729999903589487,1.0054800510406494,0.16137999296188354
2018-06-17,6734.81982421875,518.8909912109375,0.0030269999988377094,1.0028300285339355,0.1641169935464859
2018-06-18,6769.93994140625,537.9569702148438,0.0030330000445246696,1.0002199411392212,0.1671849936246872
2018-06-19,6776.5498046875,536.2680053710938,0.003020999953150749,0.9988290071487427,0.16198499500751495
2018-06-20,6729.740234375,527.3670043945312,0.0029879999347031116,1.0005300045013428,0.1585559993982315
2018-06-21,6083.68994140625,465.8169860839844,0.0026680000592023134,1.003000020980835,0.13983899354934692
2018-06-22,6162.47998046875,474.5199890136719,0.002641000086441636,1.001979947090149,0.1378680020570755
2018-06-23,6173.22998046875,457.6719970703125,0.0025100000202655792,1.0051000118255615,0.1327030062675476
2018-06-24,6249.18017578125,460.30999755859375,0.0024850000627338886,1.0006200075149536,0.13526900112628937
2018-06-25,6093.669921875,432.7720031738281,0.002478000009432435,1.0005600452423096,0.12609900534152985
2018-06-26,6157.1298828125,442.364990234375,0.0024369999300688505,0.9979349970817566,0.12744399905204773
2018-06-27,5903.43994140625,422.364990234375,0.002357000019401312,0.9971929788589478,0.11931999772787094
